sep=,
Country Name,Country Code,Series Name,Series Code,2010,2014
Afghanistan,AFG,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,351.434.593.200.684,396.748.008.728.027
Botswana,BWA,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Botswana,BWA,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
Botswana,BWA,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
Botswana,BWA,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,318.280.296.325.684
Botswana,BWA,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,232.500.591.278.076
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,624.399.883.079.196,715.344.785.946.834
Botswana,BWA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,641.025.766.944.774,118.601.758.632.441
Botswana,BWA,Population* female (% of total),SP.POP.TOTL.FE.ZS,500.491.983.957.661,50.036.870.415.692
Botswana,BWA,Population* total,SP.POP.TOTL,2047831,2219937
Brazil,BRA,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Brazil,BRA,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Brazil,BRA,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
Brazil,BRA,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
Brazil,BRA,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Brazil,BRA,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,111.214.209.541.496,117.287.993.875.108
Brazil,BRA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,649.315.691.092.231,-0.779984327046009
Brazil,BRA,Population* female (% of total),SP.POP.TOTL.FE.ZS,507.439.311.693.149,508.124.335.584.983
Brazil,BRA,Population* total,SP.POP.TOTL,198614208,206077898
British Virgin Islands,VGB,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
British Virgin Islands,VGB,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
British Virgin Islands,VGB,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
British Virgin Islands,VGB,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
British Virgin Islands,VGB,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
British Virgin Islands,VGB,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
British Virgin Islands,VGB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..
British Virgin Islands,VGB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..
British Virgin Islands,VGB,Population* female (% of total),SP.POP.TOTL.FE.ZS,..,..
British Virgin Islands,VGB,Population* total,SP.POP.TOTL,27223,29585
Brunei Darussalam,BRN,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,996.505.889.892.578,991.009.216.308.594
Brunei Darussalam,BRN,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,988.635.025.024.414,991.304.016.113.281
Brunei Darussalam,BRN,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,107.344.100.952.148,107.338.050.842.285
Brunei Darussalam,BRN,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,106.903.282.165.527,107.556.106.567.383
Brunei Darussalam,BRN,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,20.636.890.411.377,401.248.512.268.066
Brunei Darussalam,BRN,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,110.555.095.672.607,237.808.895.111.084
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,348.520.239.843.014,410.238.898.817.215
Brunei Darussalam,BRN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.975860089715283,-372.889.509.115.967
Brunei Darussalam,BRN,Population* female (% of total),SP.POP.TOTL.FE.ZS,483.539.366.695.313,484.451.142.086.374
Brunei Darussalam,BRN,Population* total,SP.POP.TOTL,393302,417394
Bulgaria,BGR,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,883.157.501.220.703,990.441.970.825.195
Bulgaria,BGR,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,924.219.818.115.234,102.609.558.105.469
Bulgaria,BGR,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,103.614.273.071.289,993.890.075.683.594
Bulgaria,BGR,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,103.653.266.906.738,987.499.084.472.656
Bulgaria,BGR,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,663.868.865.966.797,789.854.431.152.344
Bulgaria,BGR,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,50.119.499.206.543,630.214.805.603.027
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,684.326.328.885.315,785.333.519.086.217
Bulgaria,BGR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.715365090908819,190.643.192.819.768
Bulgaria,BGR,Population* female (% of total),SP.POP.TOTL.FE.ZS,513.194.489.163.861,513.993.707.809.748
Bulgaria,BGR,Population* total,SP.POP.TOTL,7395599,7223938
Burkina Faso,BFA,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,189.272.499.084.473,282.283.992.767.334
Burkina Faso,BFA,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,247.807.197.570.801,323.717.498.779.297
Burkina Faso,BFA,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,81.611.701.965.332,886.501.693.725.586
Burkina Faso,BFA,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,739.319.915.771.484,850.913.162.231.445
Burkina Faso,BFA,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,230.799.007.415.771,..
Burkina Faso,BFA,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,481.862.020.492.554,..
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,575.011.881.752.413,696.856.206.759.424
Burkina Faso,BFA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,521.202.708.991.326,104.564.791.376.689
Burkina Faso,BFA,Population* female (% of total),SP.POP.TOTL.FE.ZS,505.064.205.844.576,504.028.608.922.362
Burkina Faso,BFA,Population* total,SP.POP.TOTL,15632066,17589198
Burundi,BDI,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,186.881.504.058.838,34.823.299.407.959
Burundi,BDI,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,271.528.491.973.877,410.622.596.740.723
Burundi,BDI,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,133.724.105.834.961,12.683.406.829.834
Burundi,BDI,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,129.236.785.888.672,128.425.888.061.523
Burundi,BDI,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,216.036.009.788.513,..
Burundi,BDI,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,420.229.005.813.599,..
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,214.230.990.840.075,286.002.335.872.952
Burundi,BDI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.239048651010449,126.569.805.110.317
Burundi,BDI,Population* female (% of total),SP.POP.TOTL.FE.ZS,506.674.106.239.253,506.005.532.104.511
Burundi,BDI,Population* total,SP.POP.TOTL,9461117,10816860
Cabo Verde,CPV,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,934.423.522.949.219,985.004.730.224.609
Cabo Verde,CPV,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,794.576.797.485.352,867.670.516.967.773
Cabo Verde,CPV,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,114.697.677.612.305,116.295.143.127.441
Cabo Verde,CPV,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,108.583.526.611.328,109.906.967.163.086
Cabo Verde,CPV,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,194.183.502.197.266,267.519.607.543.945
Cabo Verde,CPV,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,152.580.003.738.403,191.285.591.125.488
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,339.392.721.243.272,366.116.875.840.904
Cabo Verde,CPV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.699962938755277,0.547062714593778
Cabo Verde,CPV,Population* female (% of total),SP.POP.TOTL.FE.ZS,507.797.030.460.113,506.787.233.462.929
Cabo Verde,CPV,Population* total,SP.POP.TOTL,490379,513906
Cambodia,KHM,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Cambodia,KHM,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Cambodia,KHM,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,126.920.669.555.664,119.568.992.614.746
Cambodia,KHM,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,119.749.992.370.605,113.135.307.312.012
Cambodia,KHM,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,10.477.499.961.853,..
Cambodia,KHM,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,176.189.308.166.504,..
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,782.692.789.877.004,109.457.668.777.899
Cambodia,KHM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,434.563.436.510.584,532.819.173.788.897
Cambodia,KHM,Population* female (% of total),SP.POP.TOTL.FE.ZS,512.853.336.207.267,512.331.897.368.343
Cambodia,KHM,Population* total,SP.POP.TOTL,14363586,15328136
Cameroon,CMR,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,518.601.989.746.094
Cameroon,CMR,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,609.487.380.981.445
Cameroon,CMR,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,11.391.040.802.002,120.129.188.537.598
Cameroon,CMR,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,983.691.787.719.727,106.885.032.653.809
Cameroon,CMR,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,989.284.992.218.018,..
Cameroon,CMR,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,121.775.903.701.782,..
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,11.472.423.467.852,140.740.341.322.234
Cameroon,CMR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.680024809823891,331.357.116.740.915
Cameroon,CMR,Population* female (% of total),SP.POP.TOTL.FE.ZS,500.332.723.574.847,500.048.566.254.779
Cameroon,CMR,Population* total,SP.POP.TOTL,20590666,22773014
Canada,CAN,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,101.145.957.946.777,..
Canada,CAN,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,10.359.107.208.252,..
Canada,CAN,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,984.534.530.639.648,..
Canada,CAN,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,989.390.335.083.008,..
Canada,CAN,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Canada,CAN,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,474.457.619.347.846,501.854.814.970.346
Canada,CAN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,194.157.755.861.598,135.382.449.031.522
Canada,CAN,Population* female (% of total),SP.POP.TOTL.FE.ZS,504.001.019.979.592,504.024.680.597.642
Canada,CAN,Population* total,SP.POP.TOTL,34005274,35543658
Caribbean small states,CSS,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,932.910.537.719.727,821.863.174.438.477
Caribbean small states,CSS,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,868.818.130.493.164,765.535.278.320.313
Caribbean small states,CSS,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,998.070.373.535.156,100.957.260.131.836
Caribbean small states,CSS,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,974.405.136.108.398,985.096.817.016.602
Caribbean small states,CSS,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,293.447.494.506.836,299.200.401.306.152
Caribbean small states,CSS,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,144.548.397.064.209,150.872.001.647.949
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,886.432.824.634.728,979.225.821.525.505
Caribbean small states,CSS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.780153575073726,0.0519993958992444
Caribbean small states,CSS,Population* female (% of total),SP.POP.TOTL.FE.ZS,504.064.235.935.097,503.686.944.018.189
Caribbean small states,CSS,Population* total,SP.POP.TOTL,6854569,7012857
Cayman Islands,CYM,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Cayman Islands,CYM,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Cayman Islands,CYM,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
Cayman Islands,CYM,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
Cayman Islands,CYM,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Cayman Islands,CYM,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..
Cayman Islands,CYM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..
Cayman Islands,CYM,Population* female (% of total),SP.POP.TOTL.FE.ZS,..,..
Cayman Islands,CYM,Population* total,SP.POP.TOTL,55509,59172
Central African Republic,CAF,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Central African Republic,CAF,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Central African Republic,CAF,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,10.741.015.625,..
Central African Republic,CAF,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,764.050.674.438.477,..
Central African Republic,CAF,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,124.085.998.535.156,..
Central African Republic,CAF,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,390.514.993.667.603,..
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,446.800.204.552.837,354.451.901.072.874
Central African Republic,CAF,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,11.113.167.648.175,-0.92929146747889
Central African Republic,CAF,Population* female (% of total),SP.POP.TOTL.FE.ZS,507.485.872.242.644,507.134.002.009.859
Central African Republic,CAF,Population* total,SP.POP.TOTL,4444973,4804316
Central Europe and the Baltics,CEB,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,970.384.979.248.047,102.232.727.050.781
Central Europe and the Baltics,CEB,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,976.803.207.397.461,103.791.191.101.074
Central Europe and the Baltics,CEB,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,998.999.786.376.953,998.772.430.419.922
Central Europe and the Baltics,CEB,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,991.413.803.100.586,994.035.110.473.633
Central Europe and the Baltics,CEB,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,810.771.865.844.727,767.737.808.227.539
Central Europe and the Baltics,CEB,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,558.577.613.830.566,536.426.811.218.262
Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,125.573.826.694.129,141.243.367.261.829
Central Europe and the Baltics,CEB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,229.864.753.338.016,314.163.770.583.573
Central Europe and the Baltics,CEB,Population* female (% of total),SP.POP.TOTL.FE.ZS,516.925.289.398.031,517.071.213.072.688
Central Europe and the Baltics,CEB,Population* total,SP.POP.TOTL,104543801,103496179
Chad,TCD,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,134.388.303.756.714,..
Chad,TCD,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,317.595.901.489.258,..
Chad,TCD,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,951.001.281.738.281,..
Chad,TCD,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,699.307.022.094.727,..
Chad,TCD,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,0.623239994049072,113.300.001.621.246
Chad,TCD,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,356.377.005.577.087,573.936.986.923.218
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,895.878.034.872.605,102.466.835.402.191
Chad,TCD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,986.723.778.135.605,342.820.776.580.244
Chad,TCD,Population* female (% of total),SP.POP.TOTL.FE.ZS,499.882.989.615.328,499.454.959.070.227
Chad,TCD,Population* total,SP.POP.TOTL,11896380,13587053
Channel Islands,CHI,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Channel Islands,CHI,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Channel Islands,CHI,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
Channel Islands,CHI,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
Channel Islands,CHI,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Channel Islands,CHI,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..
Channel Islands,CHI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..
Channel Islands,CHI,Population* female (% of total),SP.POP.TOTL.FE.ZS,5.049.096.708.296,504.416.359.250.416
Channel Islands,CHI,Population* total,SP.POP.TOTL,159583,162917
Chile,CHL,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,959.886.703.491.211,101.206.428.527.832
Chile,CHL,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,932.064.208.984.375,996.356.811.523.438
Chile,CHL,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,104.945.953.369.141,102.144.653.320.313
Chile,CHL,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,101.569.061.279.297,988.515.319.824.219
Chile,CHL,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,723.255.996.704.102,922.786.102.294.922
Chile,CHL,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,671.135.635.375.977,812.527.084.350.586
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,127.850.518.749.447,145.661.490.549.222
Chile,CHL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,460.331.193.441.188,0.804937019906802
Chile,CHL,Population* female (% of total),SP.POP.TOTL.FE.ZS,506.812.205.290.282,506.693.005.834.097
Chile,CHL,Population* total,SP.POP.TOTL,17015048,17762647
China,CHN,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,847.852.630.615.234,954.448.928.833.008
China,CHN,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,850.425.109.863.281,933.531.112.670.898
China,CHN,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,113.260.757.446.289,103.838.493.347.168
China,CHN,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,111.572.616.577.148,104.012.321.472.168
China,CHN,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,248.294.296.264.648,425.335.884.094.238
China,CHN,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,23.136.209.487.915,365.656.700.134.277
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,45.605.124.871.009,768.350.203.795.784
China,CHN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,101.031.007.233.128,675.577.841.625.589
China,CHN,Population* female (% of total),SP.POP.TOTL.FE.ZS,485.255.464.236.822,484.849.111.605.221
China,CHN,Population* total,SP.POP.TOTL,1337705000,1364270000
Colombia,COL,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,106.916.343.688.965,102.604.072.570.801
Colombia,COL,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,97.316.162.109.375,950.714.416.503.906
Colombia,COL,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,12.540.714.263.916,11.566.918.182.373
Colombia,COL,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,123.114.547.729.492,111.742.362.976.074
Colombia,COL,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,412.876.205.444.336,548.272.705.078.125
Colombia,COL,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,375.887.794.494.629,478.673.400.878.906
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,625.065.449.979.147,791.807.890.039.352
Colombia,COL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,283.552.442.692.161,340.494.192.108.662
Colombia,COL,Population* female (% of total),SP.POP.TOTL.FE.ZS,506.928.672.856.049,507.536.744.116.247
Colombia,COL,Population* total,SP.POP.TOTL,45918101,47791393
Comoros,COM,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Comoros,COM,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Comoros,COM,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
